student_id,name,grade_level,gender,attendance_rate,study_hours_per_week,math_score,science_score,english_score,history_score,gpa,extracurricular_activities,internet_access,parent_education_level,free_lunch,passed
1504,Sam Johnson,10,Male,91.9,6.0,74,73,83.0,78,2.51,Yes,Yes,High School,No,Yes
1505,Cameron Clark,11,Male,85.9,8.0,58,61,54.0,58,1.66,Yes,Yes,Bachelor's,No,No
1506,Hayden Davis,12,Non-binary,88.5,6.0,56,65,57.0,74,1.99,No,No,High School,Yes,No
1507,Riley Thomas,9,Male,88.9,6.0,69,64,67.0,63,1.8,Yes,,High School,Yes,No
1508,,11,Male,89.7,7.0,77,77,72.0,74,2.49,No,Yes,Bachelor's,No,Yes
1509,Riley Wilson,11,Male,94.2,5.0,71,71,58.0,67,2.09,No,Yes,None,Yes,Yes
1510,Micah Thomas,12,Male,92.4,10.0,75,82,75.0,72,2.7,No,Yes,High School,No,Yes
1511,Finley Khan,11,Female,88.4,13.0,93,89,91.0,85,3.35,Yes,Yes,High School,No,Yes
1512,Jamie Garcia,9,Female,81.5,6.0,58,65,60.0,58,1.65,No,Yes,High School,No,No
1513,Dakota Anderson,11,Male,88.5,9.0,79,78,81.0,74,2.82,Yes,Yes,,No,Yes
1514,Micah Thomas,10,Female,87.8,7.0,86,78,84.0,76,2.87,Yes,Yes,,No,Yes
1515,Taylor Kim,12,Male,89.5,9.0,67,72,78.0,64,2.35,No,Yes,High School,No,Yes
1516,Kai Harris,10,Male,100.0,14.0,97,99,100.0,100,3.83,No,Yes,High School,Yes,Yes
1517,Jordan Rodriguez,11,Female,83.8%,10.0,72,87,69.0,80,2.55,Yes,Yes,High School,No,Yes
1518,Drew Wilson,9,Non-binary,91.4,0.0,69,82,75.0,77,2.69,No,Yes,High School,Yes,Yes
1519,Sage Smith,10,Male,96.5,9.0,83,90,89.0,68,3.03,Yes,Yes,Bachelor's,No,Yes
1520,Quinn Khan,12,Male,88.8,12.0,89,82,88.0,85,3.29,No,Yes,Bachelor's,No,Yes
1521,Morgan Patel,11,Female,,7.0,90,77,75.0,72,2.72,No,,High School,Yes,Yes
1522,Casey Thomas,10,Female,85.0,11.0,60,63,75.0,73,2.08,Yes,Yes,High School,Yes,Yes
1523,Dakota Singh,12,Male,,5.0,63,62,75.0,72,2.31,No,Yes,Graduate,No,Yes
1524,Avery Davis,12,Male,81.6,2.0,58,61,75.0,65,1.83,No,Yes,Bachelor's,No,No
1525,Avery Garcia,10,Female,85.2,8.0,61,64,73.0,63,2.14,No,No,High School,Yes,Yes
1526,Logan Anderson,11,Male,90.0,0.0,61,45,61.0,58,1.63,No,Yes,High School,No,No
1527,Morgan Garcia,10,Male,94.8,7.0,66,62,66.0,74,2.2,No,No,None,Yes,Yes
1528,Kai Martinez,11,Male,90.6,13.0,90,89,95.0,91,3.43,Yes,Yes,Graduate,No,Yes
1529,Logan Jackson,10,Male,98.1,0.0,75,72,75.0,81,2.53,No,Yes,High School,No,Yes
1530,Sage Harris,9,Male,87.2,2.0,52,54,69.0,65,1.69,Yes,Yes,,No,No
1531,Morgan Clark,12,Female,85.3,3.0,58,59,64.0,66,1.68,No,Yes,Graduate,No,No
1532,Morgan Clark,12,Female,,7.0,81,94,83.0,71,2.89,Yes,Yes,Bachelor's,No,Yes
1533,Sam Singh,12,Female,91.2,6.0,67,82,78.0,86,2.82,Yes,Yes,None,Yes,Yes
1534,Parker Patel,12,Non-binary,82.2,13.0,68,74,73.0,74,2.48,No,Yes,None,No,Yes
1535,Morgan Jackson,11,Male,82.4,11.0,52,60,66.0,66,1.67,Yes,Yes,None,Yes,No
1536,Cameron Moore,11,Male,80.5,9.0,71,68,67.0,62,2.18,Yes,Yes,Bachelor's,No,Yes
1537,Taylor Clark,11,Female,95.5,8.0,65,61,73.0,58,2.0,No,Yes,None,Yes,Yes
1538,Hayden Rodriguez,10,Male,,9.0,75,69,69.0,87,2.72,Yes,Yes,Graduate,No,Yes
1539,Alex Garcia,10,Female,89.0,4.0,69,88,84.0,75,2.86,Yes,Yes,Graduate,No,Yes
1540,Finley Lopez,9,Female,87.5,11.0,58,66,76.0,76,2.33,Yes,Yes,Bachelor's,No,Yes
1541,Jordan Davis,11,Male,93.9,3.0,63,54,52.0,61,1.62,Yes,Yes,Bachelor's,No,No
1542,Casey Jackson,10,Male,81.2,11.0,47,65,78.0,63,2.0,Yes,Yes,High School,Yes,Yes
1543,Casey Martinez,9,Male,79.4,12.0,72,67,67.0,66,2.04,Yes,No,None,Yes,Yes
1544,Dakota Wilson,11,Male,89.8,8.0,67,68,82.0,70,2.37,Yes,Yes,Bachelor's,No,Yes
1545,Jordan Johnson,10,Male,92.8,7.0,79,76,81.0,76,2.74,Yes,Yes,High School,No,Yes
1546,Cameron Jackson,9,Male,90.7,9.0,75,88,88.0,75,2.92,Yes,Yes,High School,Yes,Yes
1547,Sage Thomas,12,Female,81.5,0.0,47,46,46.0,40,0.89,No,Yes,High School,No,No
1548,Hayden Smith,12,Female,93.4,9.0,97,93,87.0,86,3.53,No,Yes,None,Yes,Yes
1549,Emery Martinez,9,Female,82.0,7.0,48,72,69.0,66,1.97,Yes,Yes,High School,No,No
1160,Micah Khan,12,Male,84.4,9.0,76,62,77.0,55,2.05,No,Yes,Bachelor's,Yes,Yes
1306,Avery Nguyen,11,Non-binary,83.1,6.0,70,70,68.0,67,2.07,No,Yes,Bachelor's,No,Yes
1065,,11,Female,75.1,8.0,54,57,59.0,53,1.46,Yes,Yes,High School,Yes,No
1423,Parker Davis,12,Female,84.8,9.0,53,62,68.0,75,1.88,Yes,Yes,High School,Yes,No
1135,Avery Moore,10,Male,81.8,11.0,62,74,70.0,65,2.26,No,Yes,None,No,Yes
1207,,12,Female,95.5,6.0,78,73,85.0,88,2.93,Yes,Yes,Graduate,No,Yes
